duration,protocol_type,service,flag,src_bytes,dst_bytes,logged_in,num_failed_logins,root_shell,su_attempted,num_file_creations,num_access_files,same_srv_rate,diff_srv_rate,attack_type
2967,EHR,billing,SF,7036,1948,0,5,0,1,12,10,0.93,0.37,privilege_misuse
2382,EHR,patient_records,S0,674,6268,1,1,0,0,11,6,0.25,0.1,normal
1660,HL7_API,radiology,REJ,5126,5424,1,1,0,1,6,52,0.9,0.54,policy_violation
1318,HL7_API,radiology,S0,3521,2250,1,4,1,0,8,37,0.16,0.01,credential_sharing
3437,PACS,prescriptions,SF,997,7921,0,5,0,0,17,33,0.56,0.97,policy_violation
1551,EHR,patient_records,S0,9339,3752,0,4,1,1,3,86,0.38,0.74,policy_violation
3377,PACS,lab_results,SF,8788,905,1,1,0,0,14,33,0.9,0.92,normal
3389,HL7_API,radiology,REJ,207,6185,1,3,1,0,8,25,0.0,0.04,credential_sharing
61,PACS,lab_results,REJ,2461,4084,1,2,0,1,11,32,0.36,1.0,unauthorized_access
3094,HL7_API,prescriptions,S0,6319,5933,0,2,1,1,20,40,0.44,0.4,unauthorized_access
2824,HL7_API,radiology,SF,3944,503,1,4,1,0,16,54,0.97,0.37,unauthorized_access
2999,EHR,prescriptions,REJ,9432,6343,0,1,0,0,8,85,0.06,0.76,normal
1786,PACS,radiology,S0,9194,3770,0,4,1,1,17,75,0.85,0.16,data_modification
1622,HL7_API,billing,S0,1973,913,0,2,1,1,13,62,0.17,0.82,credential_sharing
2872,HL7_API,billing,S0,6717,5946,0,5,1,0,20,20,0.58,0.89,privilege_misuse
1224,PACS,billing,REJ,7559,4815,1,1,0,1,6,54,0.08,0.87,policy_violation
2300,HL7_API,radiology,SF,8262,4441,0,4,0,0,18,24,0.63,0.05,privilege_misuse
1496,PACS,patient_records,REJ,4503,477,1,2,1,1,13,22,0.44,0.6,privilege_misuse
3518,HL7_API,radiology,REJ,573,6960,1,1,1,0,16,89,0.51,0.75,data_modification
3186,EHR,patient_records,SF,1800,1286,1,1,0,0,2,7,0.8,0.05,normal
294,PACS,lab_results,S0,5717,277,1,5,0,0,10,82,0.43,0.08,insider_data_leakage
1283,EHR,patient_records,SF,4879,1145,0,1,1,0,10,100,0.99,0.9,credential_sharing
3453,EHR,radiology,S0,549,1817,1,1,0,0,3,1,0.04,0.49,normal
618,PACS,patient_records,SF,9790,7152,1,2,0,0,10,80,0.99,0.97,insider_data_leakage
2414,HL7_API,radiology,SF,7893,1928,1,5,1,1,12,78,0.95,0.51,privilege_misuse
2577,PACS,billing,REJ,5920,2739,1,5,0,0,12,67,0.43,0.85,audit_log_tampering
1620,EHR,billing,SF,8163,3085,0,1,0,1,2,59,0.82,0.44,privilege_misuse
3422,HL7_API,patient_records,REJ,1645,2874,0,5,1,0,4,42,0.71,0.78,credential_sharing
3174,EHR,patient_records,SF,9060,7558,1,3,0,0,7,25,0.17,0.64,credential_sharing
2284,PACS,patient_records,SF,2499,4556,0,5,1,0,19,44,0.18,0.59,audit_log_tampering
703,EHR,prescriptions,SF,3433,543,1,5,1,0,2,68,0.79,0.96,unauthorized_access
3091,PACS,lab_results,REJ,2374,6174,1,1,0,0,18,18,0.82,0.33,privilege_misuse
778,PACS,radiology,S0,3758,3463,1,2,1,0,6,44,0.24,0.54,policy_violation
1214,PACS,prescriptions,S0,6155,4980,0,1,0,0,0,65,0.44,0.15,normal
2339,HL7_API,prescriptions,SF,3389,6927,0,4,0,0,13,95,0.44,0.43,privilege_misuse
3318,HL7_API,prescriptions,S0,7558,5137,0,5,1,0,3,44,0.9,0.87,insider_data_leakage
168,HL7_API,radiology,REJ,1046,4891,0,1,1,1,14,54,0.93,0.28,data_modification
1749,EHR,lab_results,SF,2186,3050,0,3,1,1,9,75,0.66,0.82,data_modification
1592,HL7_API,radiology,REJ,1423,7426,0,5,0,1,18,66,0.27,0.97,insider_data_leakage
3338,PACS,billing,REJ,6065,7749,0,1,0,1,13,38,0.11,0.84,unauthorized_access
1549,PACS,radiology,S0,696,6580,0,1,0,1,1,15,0.04,0.56,privilege_misuse
700,HL7_API,lab_results,S0,9322,7655,0,1,1,0,1,20,0.26,0.13,policy_violation
2757,PACS,lab_results,S0,5365,206,1,5,1,1,12,43,0.76,0.02,privilege_misuse
2810,PACS,radiology,SF,9103,432,1,5,0,1,13,96,0.9,0.22,policy_violation
1506,EHR,radiology,REJ,6825,4776,0,3,1,1,3,46,0.42,0.24,credential_sharing
1270,EHR,patient_records,S0,6159,7999,0,3,1,0,5,65,0.96,0.32,privilege_misuse
1928,PACS,radiology,S0,5033,2653,1,4,1,1,6,95,0.51,0.25,credential_sharing
1518,EHR,patient_records,S0,1259,1320,1,1,1,1,9,18,0.43,0.93,credential_sharing
1793,EHR,billing,SF,1164,3237,0,2,1,0,20,1,0.77,0.55,privilege_misuse
1919,HL7_API,prescriptions,S0,400,5529,0,4,1,1,12,64,0.6,0.84,insider_data_leakage
2073,HL7_API,billing,REJ,7275,1227,1,1,0,0,4,98,0.21,0.95,insider_data_leakage
3267,HL7_API,prescriptions,SF,8530,4449,0,3,0,0,2,43,0.71,0.74,insider_data_leakage
3053,PACS,billing,SF,4108,6096,1,1,0,0,11,7,0.74,0.19,policy_violation
3591,EHR,billing,SF,6753,172,1,2,1,1,2,4,0.48,0.18,policy_violation
2260,PACS,prescriptions,SF,2206,2333,1,5,0,1,8,66,0.57,0.8,privilege_misuse
1734,EHR,radiology,SF,6140,4503,0,3,0,0,2,33,0.73,0.69,policy_violation
3084,EHR,lab_results,REJ,3703,2011,0,4,0,1,4,65,0.69,0.19,policy_violation
2992,HL7_API,radiology,SF,8028,6088,0,0,0,0,18,26,0.44,0.87,normal
2761,EHR,radiology,REJ,8924,2824,1,4,0,1,2,20,0.7,0.93,privilege_misuse
748,EHR,billing,S0,5611,1874,0,1,1,0,18,59,0.57,0.57,privilege_misuse
2800,EHR,patient_records,REJ,381,3296,1,3,0,1,18,27,0.54,0.15,credential_sharing
2772,PACS,billing,REJ,2096,5109,1,4,1,1,13,40,0.04,0.79,audit_log_tampering
2355,PACS,radiology,REJ,3403,1564,1,3,1,0,4,76,0.37,0.9,data_modification
2973,PACS,billing,REJ,633,6074,1,4,1,1,17,17,0.69,0.16,unauthorized_access
588,HL7_API,patient_records,SF,4342,1023,1,4,0,0,16,86,0.7,0.7,credential_sharing
586,HL7_API,lab_results,REJ,3437,4781,0,5,0,0,9,66,0.15,0.82,insider_data_leakage
1801,PACS,lab_results,REJ,1839,4416,0,4,1,0,15,89,0.34,0.53,credential_sharing
2021,PACS,lab_results,S0,2330,4457,1,4,1,1,18,75,0.09,0.4,privilege_misuse
1892,EHR,billing,S0,3754,6080,0,3,1,1,9,25,0.28,0.64,insider_data_leakage
2681,PACS,patient_records,REJ,6834,3109,0,3,1,0,14,94,0.47,0.79,policy_violation
1398,HL7_API,patient_records,REJ,2707,6732,0,3,0,1,0,5,0.03,0.23,insider_data_leakage
1745,HL7_API,radiology,SF,1430,4637,1,4,1,1,2,83,0.52,0.87,credential_sharing
504,PACS,patient_records,S0,3178,5005,1,3,1,0,17,32,0.99,0.51,insider_data_leakage
3396,HL7_API,radiology,S0,8241,2630,0,4,0,1,9,58,0.68,0.12,insider_data_leakage
3248,EHR,billing,SF,4149,1557,1,1,0,0,12,40,0.25,0.56,normal
3584,EHR,patient_records,REJ,5693,701,0,4,1,0,16,53,0.9,0.86,data_modification
132,EHR,lab_results,SF,1577,674,0,4,1,1,9,74,0.96,0.87,privilege_misuse
2791,EHR,billing,REJ,8699,5384,1,5,0,1,11,22,0.4,0.5,credential_sharing
2674,PACS,patient_records,S0,8526,2672,1,5,1,0,6,88,0.54,0.9,insider_data_leakage
3533,HL7_API,patient_records,SF,2490,2717,0,4,1,1,9,16,0.44,0.5,data_modification
2775,PACS,radiology,SF,4613,1290,1,2,0,0,17,39,0.19,0.62,data_modification
3048,HL7_API,lab_results,SF,5173,4200,1,0,0,0,0,39,0.53,0.02,normal
1308,EHR,prescriptions,SF,864,1393,1,4,0,1,10,71,0.92,0.62,policy_violation
1865,PACS,patient_records,SF,5084,3120,1,3,1,1,9,15,0.83,0.45,credential_sharing
21,HL7_API,prescriptions,REJ,4414,6876,0,1,0,1,17,66,0.61,0.04,insider_data_leakage
1983,PACS,lab_results,REJ,4853,5288,0,1,0,1,14,77,0.42,0.28,insider_data_leakage
3321,PACS,prescriptions,SF,289,3794,0,1,1,0,4,33,0.27,0.02,credential_sharing
1174,PACS,patient_records,REJ,307,6917,0,1,0,0,20,20,0.46,0.34,normal
2875,PACS,radiology,SF,8039,2885,1,0,0,0,1,13,0.32,0.64,normal
902,EHR,patient_records,SF,4194,3163,0,5,0,0,1,3,0.68,0.75,credential_sharing
689,HL7_API,radiology,S0,2101,7832,0,0,0,0,7,22,0.88,0.35,normal
2971,EHR,billing,REJ,4340,6633,0,3,0,0,11,92,0.92,0.23,unauthorized_access
1087,PACS,billing,SF,1105,977,1,5,1,1,0,14,0.31,0.54,audit_log_tampering
1552,EHR,patient_records,S0,1491,3355,1,3,1,1,4,12,0.74,0.46,policy_violation
2663,EHR,prescriptions,REJ,2460,7728,1,1,0,1,20,61,0.4,0.07,insider_data_leakage
924,HL7_API,prescriptions,SF,5355,6372,0,1,0,0,14,45,0.25,0.72,normal
2889,HL7_API,prescriptions,S0,6599,6392,0,3,0,0,17,3,0.55,0.13,data_modification
3571,EHR,prescriptions,S0,4369,2300,0,3,1,0,7,32,0.38,0.31,credential_sharing
655,PACS,radiology,S0,9313,3729,1,3,0,1,20,38,0.67,0.4,policy_violation
285,HL7_API,patient_records,SF,5445,811,1,1,0,0,7,32,0.87,0.14,normal
9,HL7_API,billing,REJ,5960,5286,1,1,0,0,10,46,0.58,0.33,normal
2120,HL7_API,patient_records,SF,1814,1803,0,4,0,0,12,34,0.44,0.48,policy_violation
188,HL7_API,lab_results,SF,2882,5251,0,2,1,0,15,70,0.78,0.41,data_modification
3028,PACS,patient_records,REJ,4870,6716,1,4,0,0,20,68,0.6,0.3,insider_data_leakage
604,PACS,patient_records,REJ,895,3408,1,5,1,0,12,98,0.93,0.86,privilege_misuse
1438,EHR,lab_results,SF,2963,7814,0,3,1,0,17,68,0.98,0.67,credential_sharing
1671,PACS,radiology,S0,1518,2881,1,2,1,1,13,3,0.84,0.07,audit_log_tampering
1142,PACS,radiology,SF,1693,4253,1,1,0,1,12,12,0.46,0.42,unauthorized_access
167,PACS,radiology,SF,7010,516,1,4,0,1,4,2,0.28,0.83,credential_sharing
2037,EHR,patient_records,REJ,9786,5959,1,5,1,1,0,26,0.4,0.92,unauthorized_access
2841,HL7_API,billing,S0,1162,5990,0,3,1,1,8,86,0.11,0.28,privilege_misuse
1782,PACS,lab_results,SF,7977,167,0,1,0,0,5,85,0.56,0.37,insider_data_leakage
1744,HL7_API,radiology,S0,8454,4713,1,4,0,1,20,34,0.6,0.29,policy_violation
1073,EHR,billing,REJ,868,4528,0,4,0,0,7,81,1.0,0.3,unauthorized_access
1834,EHR,prescriptions,REJ,1265,5793,1,4,0,0,5,50,0.4,0.55,policy_violation
2801,HL7_API,billing,REJ,8852,77,0,3,1,0,17,73,0.98,0.84,privilege_misuse
1127,EHR,billing,S0,4526,1474,0,4,1,1,15,93,0.9,0.34,policy_violation
1849,PACS,lab_results,SF,7212,5663,1,4,0,0,16,35,0.71,0.36,credential_sharing
1572,PACS,radiology,SF,7877,4436,0,2,1,1,13,64,0.3,0.97,privilege_misuse
1662,HL7_API,lab_results,S0,7758,6212,0,2,1,1,4,41,0.1,0.71,data_modification
2305,EHR,radiology,REJ,4816,68,0,3,0,0,7,32,0.77,0.97,data_modification
1305,PACS,lab_results,S0,2261,5633,0,5,1,1,11,22,0.88,0.61,credential_sharing
3549,EHR,lab_results,SF,2011,31,1,1,0,1,10,19,0.96,0.0,unauthorized_access
2240,EHR,patient_records,SF,1618,3119,0,3,0,1,13,82,0.62,0.89,audit_log_tampering
2172,PACS,lab_results,SF,5855,4376,0,5,0,0,8,28,0.05,0.68,policy_violation
3350,PACS,lab_results,SF,9126,6919,0,2,1,1,4,72,0.96,0.86,audit_log_tampering
1774,PACS,radiology,S0,5713,5200,1,0,0,0,0,67,0.1,0.09,normal
349,PACS,patient_records,REJ,3728,1981,0,2,1,0,8,19,0.41,0.77,data_modification
853,PACS,billing,REJ,9981,5020,0,5,0,1,3,21,0.99,0.13,privilege_misuse
1946,EHR,lab_results,REJ,4038,494,1,3,1,0,14,25,0.25,0.37,audit_log_tampering
2036,HL7_API,billing,S0,1950,1979,1,3,0,1,15,54,0.84,0.39,insider_data_leakage
2357,EHR,patient_records,REJ,7336,6992,0,3,0,0,17,24,0.96,0.51,credential_sharing
3074,HL7_API,radiology,S0,4455,6189,0,1,1,1,9,49,0.82,0.94,data_modification
63,PACS,radiology,SF,9006,5222,0,3,1,0,12,33,0.87,0.56,credential_sharing
206,EHR,lab_results,S0,9173,6123,1,1,0,0,7,48,0.84,0.94,data_modification
1007,PACS,radiology,SF,9829,422,1,2,0,0,1,17,0.44,0.06,insider_data_leakage
868,PACS,billing,REJ,9966,4212,0,3,1,1,0,15,0.69,0.85,audit_log_tampering
2491,PACS,radiology,SF,4901,3200,0,1,1,0,8,88,0.5,0.75,audit_log_tampering
2251,PACS,billing,S0,8550,7428,1,0,0,0,4,61,0.99,0.13,normal
2878,PACS,prescriptions,REJ,737,2320,0,4,1,1,8,36,0.84,0.84,policy_violation
1598,EHR,lab_results,S0,8419,7683,1,1,1,1,9,27,0.11,0.94,credential_sharing
995,PACS,radiology,REJ,2587,3621,1,3,1,1,4,85,0.18,0.93,data_modification
1910,HL7_API,patient_records,REJ,3982,848,0,2,0,0,14,77,0.75,0.17,unauthorized_access
2492,HL7_API,prescriptions,REJ,1058,2061,1,1,1,1,16,42,0.02,0.96,privilege_misuse
1352,EHR,patient_records,S0,3658,6655,1,3,1,0,15,88,0.89,0.01,privilege_misuse
1805,HL7_API,radiology,S0,428,2465,1,5,1,0,20,15,0.04,0.95,privilege_misuse
3573,EHR,patient_records,REJ,3718,2682,1,4,0,1,16,25,0.03,0.7,audit_log_tampering
2206,HL7_API,patient_records,REJ,2590,1541,0,1,1,0,16,61,0.81,0.59,policy_violation
456,HL7_API,prescriptions,REJ,8967,5957,0,1,1,0,20,11,0.98,0.17,privilege_misuse
2673,PACS,billing,S0,5940,6762,0,1,1,1,11,31,0.38,0.25,data_modification
973,HL7_API,lab_results,SF,5635,325,0,0,0,0,18,35,0.55,0.55,normal
922,HL7_API,prescriptions,REJ,5680,2241,1,1,1,1,4,100,0.95,0.42,privilege_misuse
2311,EHR,lab_results,REJ,6978,2712,1,5,0,1,14,76,0.16,0.91,policy_violation
2727,HL7_API,billing,SF,787,2126,0,2,0,0,5,90,0.22,0.08,audit_log_tampering
1278,PACS,prescriptions,REJ,4716,1279,1,3,1,1,8,51,0.73,0.91,credential_sharing
1967,EHR,radiology,REJ,8147,7780,1,1,0,0,8,52,0.78,0.43,audit_log_tampering
134,PACS,prescriptions,REJ,6743,2023,1,1,0,0,7,21,0.36,0.13,normal
1759,HL7_API,patient_records,REJ,4095,888,0,3,1,0,19,95,0.41,0.77,credential_sharing
504,EHR,prescriptions,SF,9143,875,0,4,1,0,4,13,0.6,0.27,privilege_misuse
2726,EHR,billing,SF,2981,7098,0,2,1,0,14,2,0.56,0.16,data_modification
2977,PACS,patient_records,SF,6595,3713,0,1,0,1,20,3,0.84,0.59,policy_violation
2470,HL7_API,prescriptions,S0,4204,1455,1,1,0,1,10,69,0.39,0.63,insider_data_leakage
2663,HL7_API,lab_results,SF,4241,2837,0,5,0,0,6,90,0.71,0.19,data_modification
3170,PACS,lab_results,REJ,4952,2160,0,4,1,0,10,50,0.26,0.94,policy_violation
2163,HL7_API,patient_records,S0,3584,2771,1,1,0,0,6,74,0.59,0.17,privilege_misuse
66,PACS,prescriptions,S0,2271,7193,0,1,0,0,9,42,0.51,0.24,normal
3455,HL7_API,patient_records,SF,2896,2510,1,1,1,0,20,4,0.49,0.26,policy_violation
1714,HL7_API,billing,REJ,5278,3238,1,2,0,0,16,84,0.98,0.86,privilege_misuse
1771,HL7_API,lab_results,SF,5641,5960,1,4,0,0,10,92,0.33,0.17,credential_sharing
2959,HL7_API,prescriptions,SF,7735,1199,0,5,1,0,18,16,0.44,0.38,unauthorized_access
1598,EHR,radiology,S0,3309,4744,0,4,0,1,12,43,0.87,0.68,policy_violation
1966,PACS,prescriptions,REJ,8818,3474,1,1,1,0,11,52,0.6,0.28,insider_data_leakage
79,HL7_API,radiology,REJ,5741,7616,0,1,0,0,6,75,0.47,0.68,unauthorized_access
3227,EHR,patient_records,S0,7590,618,1,1,0,1,7,71,0.33,0.75,credential_sharing
932,PACS,patient_records,SF,3030,858,1,3,1,1,10,41,0.78,0.48,credential_sharing
968,HL7_API,lab_results,REJ,5490,6285,1,1,0,0,4,40,0.27,0.7,normal
3421,PACS,patient_records,SF,674,7285,0,2,0,1,14,54,0.59,0.57,unauthorized_access
368,HL7_API,prescriptions,S0,9338,2836,0,1,0,0,3,71,0.51,0.25,insider_data_leakage
1163,EHR,radiology,REJ,6275,4146,0,1,0,0,8,31,0.86,0.79,audit_log_tampering
283,PACS,billing,SF,2334,129,1,2,1,1,9,94,0.84,0.13,audit_log_tampering
2557,EHR,billing,REJ,5563,2030,1,4,1,0,1,28,0.87,0.76,audit_log_tampering
1788,EHR,prescriptions,S0,5699,7528,1,1,0,1,17,88,0.35,0.3,credential_sharing
3142,PACS,radiology,S0,772,3780,1,5,0,1,13,13,0.0,0.2,insider_data_leakage
3301,HL7_API,radiology,S0,2995,1931,0,4,0,0,19,85,0.44,0.14,data_modification
3029,PACS,prescriptions,REJ,2239,3628,0,4,0,1,6,91,0.06,0.81,policy_violation
221,HL7_API,lab_results,S0,8958,6629,1,1,1,0,8,13,0.94,0.0,audit_log_tampering
1760,EHR,radiology,S0,5910,7770,0,3,0,1,16,87,0.36,0.26,audit_log_tampering
1341,HL7_API,billing,REJ,6080,5384,1,1,1,0,13,86,0.38,0.49,policy_violation
723,EHR,lab_results,S0,1927,6499,0,3,0,0,9,93,0.42,0.08,insider_data_leakage
384,PACS,billing,S0,8705,2391,1,3,1,1,18,36,0.88,0.54,policy_violation
1424,PACS,lab_results,S0,4416,3965,1,1,0,1,17,55,0.83,0.85,unauthorized_access
3569,HL7_API,patient_records,S0,4966,6440,0,4,1,0,0,31,0.91,0.71,credential_sharing
2744,EHR,patient_records,REJ,5808,4799,1,5,0,1,2,92,0.21,0.56,unauthorized_access
208,HL7_API,patient_records,S0,5814,4081,0,2,0,1,9,16,0.8,0.2,insider_data_leakage
2462,HL7_API,radiology,SF,1012,5886,1,1,0,0,0,12,0.08,0.81,normal
229,HL7_API,lab_results,SF,486,5631,0,3,1,0,11,18,0.55,0.14,policy_violation
1800,EHR,lab_results,REJ,2435,4449,0,2,0,0,4,69,0.29,0.15,policy_violation
2840,PACS,patient_records,REJ,649,1566,0,3,0,0,13,73,0.67,0.36,data_modification
3197,PACS,prescriptions,SF,5883,4962,1,5,1,0,19,70,0.0,0.79,policy_violation
1121,PACS,radiology,S0,9540,5239,0,5,1,1,1,96,0.29,0.95,insider_data_leakage
1029,EHR,lab_results,REJ,1402,558,1,5,0,1,4,78,0.24,0.78,unauthorized_access
2920,EHR,patient_records,S0,1573,2148,0,5,1,0,19,19,0.26,0.85,policy_violation
985,PACS,radiology,SF,312,376,1,4,0,0,19,57,0.94,0.75,data_modification
706,HL7_API,billing,REJ,8782,3582,0,1,0,1,2,99,0.61,0.59,credential_sharing
310,HL7_API,billing,REJ,9362,3080,1,3,1,1,13,96,0.97,0.56,data_modification
2356,PACS,lab_results,REJ,7271,3367,1,3,1,1,6,79,0.04,0.99,audit_log_tampering
2150,EHR,radiology,REJ,7872,4772,0,4,1,0,7,28,0.86,0.57,privilege_misuse
1705,HL7_API,patient_records,SF,6572,6586,1,2,1,1,11,67,0.3,0.68,audit_log_tampering
2841,PACS,billing,S0,2130,4695,1,2,0,0,18,82,0.22,0.53,data_modification
3364,EHR,radiology,REJ,3086,1265,0,2,0,1,6,94,0.6,0.01,policy_violation
316,PACS,radiology,S0,4377,1323,1,3,0,1,20,34,0.89,0.37,credential_sharing
1657,PACS,billing,SF,7321,6916,0,4,1,0,13,91,0.83,0.28,credential_sharing
3483,EHR,lab_results,S0,2478,6956,0,5,1,1,4,8,0.43,0.35,insider_data_leakage
436,EHR,prescriptions,SF,5166,3454,1,3,0,0,18,25,0.85,0.62,insider_data_leakage
2438,EHR,lab_results,SF,6356,7007,0,4,1,1,12,70,0.54,0.3,policy_violation
1326,PACS,radiology,S0,2596,6406,0,5,1,1,15,74,0.59,0.23,unauthorized_access
2614,PACS,lab_results,SF,2690,1072,0,5,0,0,1,48,0.73,0.64,insider_data_leakage
1111,PACS,billing,S0,6881,413,0,3,0,1,13,7,0.61,0.89,credential_sharing
702,EHR,radiology,S0,9940,2996,0,2,1,0,16,18,0.7,0.94,privilege_misuse
3212,HL7_API,lab_results,REJ,2150,185,1,5,0,0,11,60,0.99,0.59,policy_violation
116,PACS,prescriptions,S0,1377,6698,0,1,1,1,9,22,0.73,0.95,credential_sharing
1681,EHR,prescriptions,REJ,2513,4170,1,3,0,1,16,16,0.07,0.58,credential_sharing
1074,HL7_API,patient_records,REJ,9274,747,0,4,0,1,19,44,0.2,0.91,unauthorized_access
2786,PACS,prescriptions,SF,4209,2887,1,2,1,0,11,62,0.24,0.77,privilege_misuse
317,PACS,billing,SF,1845,303,1,1,0,0,14,26,0.44,0.53,normal
2321,HL7_API,prescriptions,REJ,3760,3923,0,1,0,0,0,66,0.21,0.96,normal
1014,PACS,lab_results,SF,6182,414,0,3,1,0,12,18,0.18,0.76,credential_sharing
919,PACS,patient_records,REJ,434,51,1,5,1,0,18,66,0.02,0.91,insider_data_leakage
3032,EHR,prescriptions,SF,2844,2075,1,2,0,1,13,49,0.5,0.77,audit_log_tampering
1371,EHR,billing,REJ,4443,1173,0,1,1,0,5,74,0.48,0.29,privilege_misuse
1501,HL7_API,prescriptions,REJ,5273,2374,1,5,0,0,20,20,0.47,0.56,insider_data_leakage
1992,EHR,patient_records,REJ,1356,5434,0,4,0,1,4,24,0.64,0.41,credential_sharing
2156,HL7_API,radiology,REJ,4404,240,0,2,0,0,8,43,0.11,0.21,credential_sharing
2088,HL7_API,billing,SF,220,1046,1,0,0,0,9,47,0.35,0.99,normal
3057,PACS,lab_results,SF,5960,4852,1,2,0,0,6,63,0.22,0.24,privilege_misuse
329,PACS,prescriptions,SF,587,1770,0,1,1,0,13,44,0.39,0.06,policy_violation
327,PACS,prescriptions,REJ,9874,6153,0,4,0,0,15,3,0.72,0.17,data_modification
2971,PACS,lab_results,REJ,6657,7165,1,5,1,1,16,14,0.58,0.16,policy_violation
2581,EHR,patient_records,SF,5356,3679,1,5,1,1,13,69,0.38,0.03,policy_violation
239,HL7_API,patient_records,REJ,1566,6376,0,3,0,0,7,71,0.85,0.89,audit_log_tampering
2830,EHR,billing,S0,841,1216,1,4,1,1,1,62,0.74,0.65,unauthorized_access
892,PACS,billing,SF,7871,5192,0,1,1,1,2,77,0.32,0.97,privilege_misuse
1539,PACS,lab_results,S0,4875,4617,1,5,0,1,16,65,0.68,0.67,insider_data_leakage
2009,EHR,lab_results,SF,2904,1423,1,1,1,1,17,70,0.43,0.27,policy_violation
1628,PACS,lab_results,S0,4208,5832,1,5,0,0,8,67,0.12,0.98,unauthorized_access
3483,PACS,patient_records,REJ,4634,2593,0,5,1,0,11,11,0.97,0.6,privilege_misuse
131,EHR,billing,S0,4220,3375,0,3,1,1,12,6,0.77,0.17,audit_log_tampering
2832,EHR,lab_results,SF,1562,7204,0,0,0,0,18,54,0.27,0.08,normal
530,HL7_API,prescriptions,SF,5847,1755,0,4,0,1,1,20,0.76,0.82,insider_data_leakage
1420,PACS,patient_records,S0,9024,137,0,3,1,0,8,39,0.26,0.1,privilege_misuse
2826,PACS,billing,REJ,5659,623,0,2,0,0,9,13,0.11,0.11,data_modification
602,PACS,billing,SF,9751,790,1,4,1,1,12,95,0.34,0.49,unauthorized_access
3103,PACS,billing,SF,5670,506,1,3,1,1,3,74,0.82,0.29,data_modification
2179,PACS,billing,SF,334,3420,0,1,1,0,13,89,0.61,0.02,privilege_misuse
2402,EHR,billing,REJ,8253,3855,1,0,0,0,16,62,0.5,0.82,normal
455,EHR,billing,SF,5125,5868,0,5,1,0,14,94,0.65,0.17,credential_sharing
1603,HL7_API,patient_records,S0,5695,4329,0,0,0,0,13,70,0.95,0.64,normal
1291,HL7_API,prescriptions,REJ,5815,2645,1,5,1,0,19,38,0.89,0.87,audit_log_tampering
281,EHR,patient_records,SF,9292,5699,0,5,0,0,15,72,0.52,0.19,data_modification
2829,HL7_API,radiology,S0,5466,4157,1,3,1,0,15,18,0.89,0.72,insider_data_leakage
1398,PACS,billing,REJ,9745,5251,0,1,1,1,11,42,0.45,0.64,data_modification
1758,PACS,lab_results,REJ,3122,125,1,4,1,0,15,17,0.67,0.17,privilege_misuse
1892,EHR,lab_results,SF,7610,5387,0,3,1,1,7,23,0.1,0.63,insider_data_leakage
333,PACS,prescriptions,REJ,4985,5567,0,5,0,1,8,82,0.18,0.29,credential_sharing
3542,PACS,lab_results,S0,3911,2276,1,1,1,0,1,71,0.55,0.18,credential_sharing
468,HL7_API,lab_results,REJ,3495,5401,1,5,1,1,1,84,0.17,0.81,policy_violation
326,HL7_API,radiology,SF,8844,6129,1,5,1,0,10,83,0.65,0.73,policy_violation
601,EHR,billing,SF,7175,2669,1,1,0,0,7,37,0.86,0.75,normal
2967,PACS,prescriptions,SF,6723,1442,0,5,0,0,17,33,0.74,0.93,insider_data_leakage
446,PACS,patient_records,SF,8522,3882,1,3,0,0,9,67,0.71,0.94,insider_data_leakage
3539,EHR,prescriptions,SF,5331,5250,0,1,1,1,9,41,0.99,0.92,data_modification
595,PACS,radiology,REJ,6522,1255,0,4,1,1,17,64,0.0,0.65,policy_violation
2188,PACS,billing,SF,354,6955,0,0,0,0,11,33,0.83,0.04,normal
1974,EHR,prescriptions,S0,4721,5089,1,1,0,0,8,76,0.13,0.81,normal
2660,HL7_API,patient_records,S0,9109,3401,0,2,1,1,0,28,0.5,0.84,audit_log_tampering
2167,HL7_API,lab_results,SF,6732,7490,0,5,0,0,11,28,0.85,0.54,privilege_misuse
1032,EHR,patient_records,S0,1745,1975,1,2,0,1,7,73,0.59,0.95,privilege_misuse
2110,EHR,lab_results,REJ,3745,2625,1,2,1,1,16,88,0.74,0.38,data_modification
888,EHR,radiology,REJ,9902,2482,0,1,0,1,10,64,0.24,0.87,data_modification
2036,HL7_API,patient_records,SF,5201,5854,1,4,1,0,10,70,0.91,0.36,unauthorized_access
1048,PACS,prescriptions,REJ,7411,1157,0,1,1,0,9,32,0.26,0.97,data_modification
3527,HL7_API,lab_results,SF,9820,2603,1,1,1,1,19,65,0.3,0.58,privilege_misuse
2000,EHR,patient_records,REJ,9695,3878,1,5,0,1,7,31,0.06,0.27,insider_data_leakage
2849,HL7_API,lab_results,SF,1474,719,0,2,0,1,20,93,0.51,0.39,insider_data_leakage
471,PACS,billing,REJ,6094,1871,0,5,0,0,20,4,0.1,0.14,insider_data_leakage
1725,HL7_API,patient_records,SF,2546,3438,1,4,1,0,4,8,0.29,0.58,policy_violation
1765,PACS,lab_results,REJ,1826,3600,1,5,0,0,17,60,0.03,0.71,policy_violation
937,EHR,lab_results,S0,1180,4860,0,3,1,0,1,6,0.83,0.02,privilege_misuse
608,HL7_API,billing,S0,6486,4725,0,1,0,0,3,24,0.51,0.98,normal
595,PACS,lab_results,S0,2329,3856,0,4,1,0,10,26,0.76,0.51,insider_data_leakage
